FlushFlush-32768000-stat,0.061701,1,1,0.823424,1,1,0.687179,0.973616,0.720523,0.72907,1,1,1,0.70781,1,0.680702,1,0.944619,0.878617,0.45007,0.321481,0.285174,0.607403,0.595868,0.595868,0.952649,0.952661,0.674457,0.607503,0.674457,0.607503,1,0.715725,1,0.563703,1,0.881357,0.74471,0.933922,1,0.926814,1,1,1,0.000762,1,0.96191,1,0.952805,1,0.6465,0.000092,1,0.74471,0.190557,0.323764,1,0.720552,0.770456,0.910789,0.726409,0,0,1
FlushReload-32768000-stat,0.013171,0.56914,0.734304,0.1397,0.742949,1,0.774674,0.480224,1,0.997633,0.35154,0.742949,1,0.422633,0.742949,0.439989,0.559207,0.721896,0.617613,1,0.209798,0.186111,0.455289,0.444666,0.444666,0.776556,0.778471,0.504459,0.455108,0.504459,0.455108,0.317199,0.516414,0.538097,0.453851,0.869813,0.617706,0.596047,0.928793,0.89584,0.955981,0.840602,0.884582,0.89584,0.345814,0.936931,0.890386,0.863967,1,0.858851,0.844014,1,0.681777,0.596047,0.056584,0.052039,0.941275,1,0.02441,0.922238,0.007095,0,0,1
GemsFDTD-32768000-stat,0,0.000404,0.000557,0.000128,0.000565,0.000732,0.000482,0.000381,0.000818,0.000939,0.000239,0.000565,0.000732,0.000357,0.000565,0.000409,0.000391,0.000534,0.000553,0.00099,0.000213,0.000197,0.000436,0.000435,0.000435,0.000685,0.00072,0.000469,0.000443,0.000469,0.000443,0.000288,0.000509,0.000521,0.000381,0.000836,0.000554,0.000627,0.000976,0.000888,0.001003,0.000795,0.000872,0.000888,0.000515,0.00087,0.000779,0.000824,0.000892,0.000814,0.000762,0.000508,0.000682,0.000627,0.000025,0.000017,0.000676,0.001031,0.000014,0.000987,0.000008,0,0,0
Meltdown-32768000-stat,1,0.130581,0.43794,0.000026,0.518585,1,0.361331,0.110726,0.916956,0.37789,0.154755,0.518585,1,0.082345,0.518585,0.06209,0.130579,0.60277,0.109292,0.083494,0.000047,0.000046,0.081749,0.085418,0.085418,0.094629,0.156514,0.039338,0.058592,0.039338,0.058592,0.114424,0.079326,0.108383,0.168743,0.491383,0.109633,0.091396,0.453413,0.491359,0.392049,0.491878,0.491365,0.491359,0.000076,0.521288,0.517088,0.491393,0.500588,0.491881,0.428505,0.000092,0.184008,0.091396,0.086894,0.114758,0.736548,0.503205,0.811578,0.440024,0.000003,1,1,1
PrimeProbe-32768000-stat,0,0.001696,0.073911,0.000175,0.799662,1,0.765596,0.053169,0.126006,0.101388,0.073935,0.799662,1,0.056611,0.799662,0.001116,0.001688,0.40801,0.002,0.456529,0.062136,0.062941,0.056269,0.056698,0.056698,0.002147,0.002545,0.054787,0.056375,0.054787,0.056375,0.054764,0.054921,0.052254,0.159498,0.758196,0.002005,0.002,0.69995,0.758206,0.721881,0.053176,0.053203,0.758206,1,0.059668,0.063116,0.758192,0.994324,0.758933,1,0.000092,0.065922,0.002,0.000071,0.000064,0.882625,0.604045,0.000027,0.679337,0.000007,0,0,1
SpectreRSB-32768000-stat,0.09656,0.856475,0.64224,0.020656,0.646261,1,0.164034,0.293354,0.903069,0.64305,0.612251,0.646261,1,0.609902,0.646261,0.592775,0.856477,0.546538,0.813386,0.448746,0.271278,0.240713,0.368204,0.366236,0.366236,0.381953,0.405537,0.393916,0.363673,0.393916,0.363673,0.456193,0.662605,0.331477,0.310979,0.767047,0.815923,0.906408,0.871279,0.769046,0.882224,0.755319,0.76365,0.769046,0.120605,0.842017,0.715164,0.76705,0.936821,0.765061,0.626373,0.000185,0.65138,0.906408,0.993326,1,0.825168,0.886102,0.142989,0.865144,0.000003,0.075107,0.075107,1
SpectreV1-32768000-stat,0.092593,0.873795,0.648316,0.006874,0.651675,1,0.243892,0.299996,0.89892,0.643305,0.571397,0.651675,1,0.606852,0.651675,0.563892,0.873798,0.554303,0.806241,0.385642,0.258668,0.229528,0.337338,0.33614,0.33614,0.326139,0.351989,0.3598,0.333792,0.3598,0.333792,0.424289,0.633234,0.317194,0.090789,0.721999,0.808756,0.890769,0.80797,0.72439,0.817297,0.720852,0.725693,0.72439,0.036517,0.803514,0.671391,0.721904,0.900083,0.720856,0.585396,0.000231,0.623874,0.890769,0.898531,0.900691,0.841881,0.830515,0.106505,0.799337,0.000003,0.03477,0.03477,1
astar-32768000-stat,0,0.000127,0.000177,0.000042,0.000178,0.000234,0.000136,0.000118,0.000264,0.000286,0.000052,0.000178,0.000234,0.000109,0.000178,0.000122,0.000122,0.000171,0.000181,0.000307,0.00006,0.000058,0.000132,0.000134,0.000134,0.000206,0.000225,0.000138,0.000135,0.000138,0.000135,0.000066,0.000167,0.000156,0.000102,0.000271,0.000181,0.000197,0.000314,0.000286,0.000322,0.000258,0.00028,0.000286,0.000117,0.000285,0.000255,0.000267,0.000288,0.000264,0.000243,0.000138,0.000229,0.000197,0.00001,0.000007,0.000216,0.00033,0.000008,0.000318,0.000004,0,0,0
breakingKslr-32768000-stat,1,0.130581,0.43794,0.000027,0.518586,1,0.361322,0.110726,0.916958,0.377893,0.154753,0.518586,1,0.082345,0.518586,0.06209,0.130579,0.60277,0.109289,0.083498,0.000047,0.000046,0.081748,0.085417,0.085417,0.094626,0.156511,0.039337,0.058591,0.039337,0.058591,0.114423,0.079326,0.108384,0.16876,0.491384,0.10963,0.09139,0.453411,0.491359,0.392047,0.491879,0.491365,0.491359,0.000076,0.521288,0.517088,0.491394,0.4918,0.491881,0.423703,0.000092,0.184009,0.09139,0.086896,0.114758,0.736548,0.503206,0.811577,0.440021,0.000003,0,0,1
bwaves-32768000-stat,0,0.000507,0.000734,0.000162,0.000743,0.000995,0.000619,0.000481,0.001058,0.001197,0.000329,0.000743,0.000995,0.000468,0.000743,0.000549,0.000491,0.000705,0.000691,0.001272,0.000293,0.00027,0.000562,0.000558,0.000558,0.000853,0.000883,0.000608,0.000568,0.000608,0.000568,0.000393,0.000654,0.00064,0.00053,0.001065,0.000692,0.000792,0.001249,0.001131,0.001282,0.001014,0.001109,0.001131,0.000554,0.001112,0.00101,0.001053,0.00115,0.001038,0.000985,0.000461,0.000866,0.000792,0.000038,0.000032,0.000891,0.001322,0.000017,0.00126,0.000012,0,0,0
bzip2-32768000-stat,0.000003,0.015637,0.020731,0.000046,0.020585,0.030262,0.00012,0.013269,0.031424,0.02526,0.018448,0.020585,0.030262,0.014123,0.020585,0.018745,0.015632,0.019617,0.013177,0.000387,0.000072,0.007958,0.014051,0.015411,0.015411,0.018823,0.018837,0.007879,0.014055,0.007879,0.014055,0.013675,0.013676,0.013042,0.000152,0.01964,0.013217,0.011082,0.01821,0.01966,0.018778,0.019643,0.019651,0.01966,0.000136,0.020591,0.018735,0.019635,0.016332,0.01965,0.012331,0.000046,0.016455,0.011082,0.000015,0.00001,0.027424,0.018981,0.000008,0.01769,0.000005,0,0,0
cactusADM-32768000-stat,0.000605,0.082206,0.102177,0.016723,0.102511,0.143142,0.099584,0.072195,0.156333,0.169822,0.047857,0.102511,0.143142,0.056662,0.102511,0.050628,0.080915,0.101673,0.096982,0.156846,0.024732,0.022032,0.067496,0.065965,0.065965,0.128467,0.128766,0.074802,0.067572,0.074802,0.067572,0.044819,0.074264,0.090995,0.064943,0.137114,0.097087,0.105127,0.157204,0.143776,0.16143,0.133349,0.144219,0.143776,0.088158,0.14923,0.134644,0.135888,0.158291,0.134733,0.141131,0.057542,0.107732,0.105127,0.008416,0.005545,0.130234,0.175535,0.000012,0.157697,0.000005,0.000003,0.000003,0
calculix-32768000-stat,0.000003,0.000359,0.000508,0.00012,0.000513,0.000676,0.000431,0.000336,0.000737,0.000823,0.00019,0.000513,0.000676,0.000321,0.000513,0.000364,0.000348,0.000489,0.000525,0.000924,0.000192,0.000178,0.000397,0.000398,0.000398,0.000624,0.00066,0.000425,0.000404,0.000425,0.000404,0.000236,0.000482,0.00046,0.000357,0.000774,0.000526,0.000582,0.000902,0.000823,0.000925,0.000734,0.000806,0.000823,0.00034,0.000807,0.000731,0.000762,0.000822,0.00075,0.000698,0.000415,0.000635,0.000582,0.000036,0.000019,0.000615,0.00095,0.000012,0.000913,0.000005,0,0,0
calibration-ff-32768000-stat,0.084939,0.321688,0.906832,1,0.908779,1,0.836378,1,0.665328,1,0.762651,0.908779,1,0.286337,0.908779,0.374278,0.321689,1,0.26915,0.273315,0.17362,0.154031,0.279835,0.278378,0.278378,0.362243,0.385464,0.301024,0.279835,0.301024,0.279835,0.84569,0.27994,0.986678,0.428322,0.869136,0.26999,0.225022,0.803173,0.869084,0.782123,0.869965,0.869042,0.869084,0.000065,0.878676,0.783313,0.869157,0.708568,0.870021,0.49635,0.000092,0.717794,0.225022,0.049167,0.025709,0.909084,0.625275,1,0.780049,1,0.188621,0.188621,1
calibration-fr-32768000-stat,0.276404,0.953173,0.696143,0.542515,0.720076,1,0.769383,0.3037,0.40077,0.245,0.612269,0.720076,1,0.807028,0.720076,1,0.953174,0.562297,1,0.890839,0.478458,0.42444,0.747747,0.729712,0.729712,1,1,0.830279,0.747844,0.830279,0.747844,0.834932,0.89799,0.428985,1,0.902308,1,1,1,0.918768,1,0.892153,0.929687,0.918768,0.304525,0.905,1,0.902304,0.965933,0.892208,0.832805,0.000092,0.788542,1,1,0.801785,0.691179,0.749529,0.493088,1,0.000007,0,0,1
calibration-pp-32768000-stat,0,0.000073,0.072629,0.000026,0.799902,1,0.723492,0.052252,0.123703,0.09914,0.07299,0.799902,1,0.055796,0.799902,0.000089,0.000069,0.407517,0.000117,0.529483,0.062,0.062848,0.055397,0.055743,0.055743,0.00014,0.000156,0.053835,0.0554,0.053835,0.0554,0.053977,0.053764,0.051164,0.159028,0.757899,0.000117,0.000133,0.699304,0.757855,0.721215,0.051351,0.051311,0.757855,0.765897,0.057622,0.061209,0.757917,0.983881,0.758669,0.998146,0.000138,0.064507,0.000133,0.000005,0.000002,0.88245,0.602851,0.000009,0.678646,0.000002,0,0,1
dealII-32768000-stat,0.000036,0.580132,0.524968,0.067394,0.593402,1,1,0.285517,0.975289,0.514434,0.331369,0.593402,1,0.306275,0.593402,0.082462,0.152829,0.507378,0.508438,0.599861,0.054905,0.04992,0.298351,0.29408,0.29408,0.656196,0.681416,0.320125,0.298876,0.320125,0.298876,0.268322,0.311176,0.295806,0.301512,0.595814,0.51,0.449075,0.574892,0.60046,0.592719,0.463768,0.468983,0.60046,0.058974,0.574583,0.601376,0.594724,0.738078,0.594518,0.599472,0.971852,0.371873,0.449075,0.020181,0.017943,0.904522,0.686995,0.000244,0.561945,0.000005,0.000027,0.000027,0
gamess-32768000-stat,0,0.000355,0.000519,0.000126,0.000531,0.000695,0.000426,0.000332,0.000772,0.000885,0.000214,0.000531,0.000695,0.000328,0.000531,0.000387,0.000333,0.000499,0.000505,0.000936,0.000204,0.00019,0.000402,0.000404,0.000404,0.000609,0.000651,0.00043,0.00041,0.00043,0.00041,0.000259,0.000479,0.00046,0.000358,0.000795,0.000505,0.000557,0.000928,0.000845,0.000954,0.000746,0.000818,0.000845,0.00046,0.000821,0.000748,0.000784,0.000844,0.000774,0.000733,0.000138,0.000629,0.000557,0.000017,0.00001,0.000635,0.000981,0.000013,0.000938,0.000008,0,0,0
gcc-32768000-stat,0.000042,0.131518,0.193577,0.050589,0.193822,0.253454,0.188725,0.142434,0.272428,0.332626,0.09256,0.193822,0.253454,0.089055,0.193822,0.072586,0.130929,0.198694,0.152584,0.28395,0.037055,0.033436,0.100843,0.09869,0.09869,0.190304,0.191173,0.111169,0.100961,0.111169,0.100961,0.08939,0.115452,0.173609,0.128423,0.251002,0.152953,0.158531,0.280901,0.262809,0.289648,0.245891,0.266962,0.262809,0.234483,0.280023,0.235668,0.249169,0.290367,0.247376,0.249262,0.031101,0.18811,0.158531,0.005994,0.002262,0.246087,0.313367,0.000011,0.281025,0.000008,0.000017,0.000017,0
gobmk-32768000-stat,0.000003,0.100019,0.345098,0.000867,0.342984,0.463617,0.12076,0.214284,0.512241,0.406779,0.298471,0.342984,0.463617,0.160526,0.342984,0.301752,0.099783,0.355187,0.084053,0.104326,0.11304,0.13002,0.159224,0.161769,0.161769,0.119561,0.119617,0.147699,0.159238,0.147699,0.159238,0.220957,0.154844,0.209894,0.100483,0.325511,0.084308,0.070402,0.300759,0.325565,0.31018,0.325107,0.325217,0.325565,0.017384,0.344616,0.274048,0.325498,0.350143,0.32581,0.253967,0.000231,0.22518,0.070402,0.000039,0.000036,0.456584,0.313128,0.000009,0.291949,0.000004,0.000002,0.000002,0
gromacs-32768000-stat,0.000005,0.001127,0.001705,0.000318,0.001797,0.002307,0.001569,0.001036,0.002569,0.002884,0.000714,0.001797,0.002307,0.001119,0.001797,0.000918,0.000976,0.001632,0.001454,0.002725,0.000727,0.000688,0.001319,0.00131,0.00131,0.001874,0.001938,0.001409,0.00133,0.001409,0.00133,0.00074,0.001444,0.001355,0.001004,0.002504,0.00145,0.001606,0.002891,0.00262,0.002971,0.002182,0.002335,0.00262,0.001593,0.002449,0.00231,0.00248,0.002758,0.002462,0.002496,0.000646,0.001831,0.001606,0.000132,0.000078,0.002168,0.003095,0.000012,0.002908,0.000008,0,0,0
h264ref-32768000-stat,0,0.000218,0.000277,0.000056,0.000287,0.000349,0.000182,0.000204,0.00043,0.000505,0.000145,0.000287,0.000349,0.00019,0.000287,0.000228,0.000202,0.000259,0.000377,0.000479,0.000107,0.000103,0.000219,0.00024,0.00024,0.000319,0.000405,0.000225,0.000242,0.000225,0.000242,0.00015,0.000322,0.00027,0.000161,0.000457,0.000377,0.000352,0.000522,0.00048,0.000536,0.00042,0.00046,0.00048,0.000257,0.000457,0.000432,0.000438,0.000464,0.000432,0.000387,0.000138,0.000385,0.000352,0.000021,0.000012,0.000338,0.000542,0.000009,0.000529,0.000004,0,0,0
hmmer-32768000-stat,0,0.00011,0.000152,0.000037,0.000155,0.000195,0.000086,0.0001,0.00025,0.000258,0.00006,0.000155,0.000195,0.000099,0.000155,0.000116,0.000106,0.000144,0.000171,0.00029,0.000057,0.000055,0.000127,0.00013,0.00013,0.000198,0.00022,0.000131,0.000131,0.000131,0.000131,0.000071,0.000163,0.000143,0.000096,0.000257,0.000171,0.000187,0.0003,0.000273,0.000308,0.000243,0.000264,0.000273,0.00008,0.000267,0.000241,0.000252,0.000265,0.000248,0.000221,0.000046,0.000214,0.000187,0.000012,0.000006,0.000188,0.000315,0.000008,0.000305,0.000004,0,0,0
lbm-32768000-stat,0,0.000198,0.000242,0.000058,0.000243,0.000322,0.000187,0.000169,0.000307,0.000372,0.000056,0.000243,0.000322,0.000154,0.000243,0.000157,0.000193,0.000232,0.000232,0.00035,0.000078,0.000073,0.000163,0.000165,0.000165,0.000255,0.000276,0.000173,0.000167,0.000173,0.000167,0.000072,0.000207,0.000203,0.000117,0.000326,0.000233,0.000236,0.000357,0.000339,0.000367,0.000313,0.000334,0.000339,0.000113,0.000343,0.000315,0.000322,0.000343,0.000319,0.000284,0.000092,0.00028,0.000236,0.000011,0.000006,0.000287,0.00036,0.000008,0.000358,0.000003,0,0,0
leslie3d-32768000-stat,0,0.000283,0.000409,0.00009,0.000417,0.000555,0.000335,0.000261,0.000611,0.000685,0.000187,0.000417,0.000555,0.000266,0.000417,0.000323,0.00027,0.000389,0.0004,0.000705,0.000169,0.000156,0.000326,0.000327,0.000327,0.000486,0.000519,0.000348,0.000332,0.000348,0.000332,0.000212,0.000384,0.000347,0.000261,0.000607,0.0004,0.000435,0.000702,0.000642,0.000721,0.000574,0.000626,0.000642,0.000313,0.00063,0.000582,0.000598,0.000652,0.00059,0.000568,0.000185,0.000491,0.000435,0.000017,0.000012,0.000501,0.000738,0.000013,0.000709,0.000008,0,0,0
libquantum-32768000-stat,0,0.000107,0.000152,0.000038,0.000154,0.000203,0.000103,0.000099,0.000231,0.000248,0.000042,0.000154,0.000203,0.000096,0.000154,0.000112,0.000103,0.000146,0.000158,0.000269,0.000056,0.000053,0.000115,0.000118,0.000118,0.000172,0.000193,0.00012,0.000119,0.00012,0.000119,0.000059,0.000151,0.000136,0.000106,0.000241,0.000159,0.000177,0.000282,0.000256,0.00029,0.00023,0.000251,0.000256,0.000091,0.000253,0.000226,0.000238,0.000256,0.000234,0.000215,0.000185,0.000205,0.000177,0.000008,0.000006,0.000184,0.000293,0.000006,0.000287,0.000004,0,0,0
mcf-32768000-stat,0,0.000064,0.000107,0.000024,0.000109,0.000145,0.000059,0.000066,0.000179,0.000179,0.000035,0.000109,0.000145,0.000066,0.000109,0.000085,0.000061,0.000103,0.000109,0.000197,0.000043,0.000042,0.000086,0.000088,0.000088,0.000122,0.000138,0.000088,0.000089,0.000088,0.000089,0.000044,0.000115,0.000096,0.000071,0.000184,0.000109,0.000123,0.000213,0.000196,0.000219,0.000174,0.00019,0.000196,0.000069,0.000191,0.000169,0.000181,0.000191,0.000179,0.000157,0.000185,0.000158,0.000123,0.000006,0.000003,0.000133,0.000219,0.000006,0.000217,0.000002,0,0,0
milc-32768000-stat,0,0.00019,0.000255,0.000059,0.000258,0.000332,0.00021,0.000176,0.000397,0.00043,0.000084,0.000258,0.000332,0.000153,0.000258,0.000164,0.000184,0.000248,0.000271,0.000454,0.00008,0.000076,0.000191,0.000192,0.000192,0.00032,0.000343,0.000202,0.000195,0.000202,0.000195,0.000103,0.000237,0.000239,0.000151,0.000396,0.000271,0.000298,0.000461,0.000419,0.000474,0.000378,0.000413,0.000419,0.000197,0.000417,0.000372,0.00039,0.000423,0.000385,0.000358,0.000138,0.000327,0.000298,0.000017,0.00001,0.000314,0.000491,0.000011,0.000468,0.000006,0,0,0
namd-32768000-stat,0,0.000132,0.00018,0.000041,0.000184,0.000237,0.000131,0.000121,0.000285,0.0003,0.000058,0.000184,0.000237,0.000112,0.000184,0.000125,0.000125,0.000174,0.00019,0.000324,0.000062,0.000059,0.000135,0.000139,0.000139,0.000211,0.000235,0.000141,0.00014,0.000141,0.00014,0.000074,0.000177,0.000163,0.000122,0.000287,0.00019,0.00021,0.000334,0.000303,0.000343,0.000271,0.000294,0.000303,0.000108,0.000298,0.000269,0.000282,0.000305,0.000278,0.000256,0.000046,0.000238,0.00021,0.00001,0.000006,0.000223,0.000351,0.000008,0.000339,0.000004,0,0,0
omnetpp-32768000-stat,0.000003,0.347009,0.472352,0.15603,0.469268,0.651135,0.744346,0.27236,0.483391,0.467336,0.187559,0.469268,0.651135,0.256168,0.469268,0.264125,0.346378,0.472346,0.299979,0.408937,0.126237,0.112101,0.215527,0.211448,0.211448,0.308958,0.314485,0.237797,0.21636,0.237797,0.21636,0.181387,0.258083,0.274548,0.152352,0.463342,0.300899,0.253283,0.433738,0.464462,0.447261,0.463075,0.474621,0.464462,0.298866,0.51876,0.548152,0.463228,0.547438,0.46354,0.516236,0.002538,0.318066,0.253283,0.014149,0.041246,0.575962,0.417561,0.000014,0.422456,0.000006,0.000331,0.000331,0
perlbench-32768000-stat,0.000008,0.004429,0.006451,0.001148,0.006503,0.009178,0.006511,0.004076,0.009536,0.010217,0.003057,0.006503,0.009178,0.003947,0.006503,0.004806,0.004385,0.00629,0.005486,0.009693,0.002387,0.002194,0.004478,0.004403,0.004403,0.00676,0.006842,0.004878,0.004492,0.004878,0.004492,0.002865,0.005134,0.005187,0.003929,0.008648,0.005485,0.006024,0.009865,0.009099,0.010133,0.008372,0.009047,0.009099,0.005036,0.009195,0.008645,0.008567,0.00955,0.008488,0.008477,0.010336,0.006791,0.006024,0.000616,0.000196,0.008095,0.01055,0.000014,0.009894,0.000007,0.000006,0.000006,0
povray-32768000-stat,0,0.029737,0.040392,0.00204,0.040542,0.075769,0.028144,0.018104,0.076568,0.043716,0.011347,0.040542,0.075769,0.024802,0.040542,0.030196,0.029256,0.039247,0.027101,0.021268,0.014441,0.012819,0.025146,0.024614,0.024614,0.037012,0.03724,0.027896,0.025219,0.027896,0.025219,0.009649,0.025594,0.01886,0.014917,0.041291,0.027171,0.024774,0.040476,0.041795,0.041739,0.04064,0.041383,0.041795,0.010682,0.045662,0.055474,0.041192,0.04997,0.041122,0.048904,0.00586,0.026977,0.024774,0.000197,0.000317,0.060275,0.047456,0.000006,0.039655,0.000002,0,0,0
sjeng-32768000-stat,0.000004,0.24983,0.750354,0.058623,0.755055,1,0.304602,0.368481,0.800719,0.809639,0.403599,0.755055,1,1,0.755055,0.228376,0.242771,0.516036,0.257828,0.358394,1,1,1,1,1,0.31936,0.319286,1,1,1,1,0.322028,1,0.390672,0.152326,0.777194,0.256846,0.252085,0.761396,0.787945,0.784616,0.517566,0.53287,0.787945,0.148905,0.56994,0.852809,0.775362,0.622753,0.77366,0.514684,0.070371,0.845394,0.252085,0.020247,0.008688,0.679197,0.585709,0.006969,0.746649,0.004348,0,0,0
soplex-32768000-stat,0.000002,0.001163,0.006025,0.000464,0.006001,0.008734,0.004765,0.004219,0.011815,0.008097,0.005366,0.006001,0.008734,0.002712,0.006001,0.00553,0.001128,0.006247,0.001271,0.002554,0.002523,0.002464,0.002694,0.002698,0.002698,0.001368,0.001449,0.002757,0.002712,0.002757,0.002712,0.004194,0.002845,0.004336,0.000882,0.006155,0.001272,0.001339,0.006027,0.006233,0.006207,0.006078,0.0062,0.006233,0.001207,0.00632,0.005921,0.006142,0.006368,0.006133,0.005146,0.000508,0.004535,0.001339,0.000065,0.000078,0.008624,0.006815,0.000011,0.005911,0.000005,0.000002,0.000002,0
sphinx3-32768000-stat,0,0.000128,0.000181,0.000043,0.000184,0.000241,0.000117,0.000114,0.000297,0.000306,0.000065,0.000184,0.000241,0.000117,0.000184,0.000142,0.000124,0.000173,0.000205,0.000365,0.000069,0.000067,0.000153,0.000156,0.000156,0.000241,0.000264,0.00016,0.000157,0.00016,0.000157,0.00008,0.000195,0.000167,0.00012,0.000311,0.000205,0.000234,0.000373,0.000332,0.000382,0.000295,0.000325,0.000332,0.000139,0.000326,0.00029,0.000306,0.000328,0.000301,0.000276,0.000092,0.000258,0.000234,0.000022,0.000008,0.000222,0.000394,0.000007,0.000379,0.000003,0,0,0
tonto-32768000-stat,0.000011,0.000546,0.000775,0.000146,0.000789,0.001006,0.000682,0.000561,0.00121,0.001363,0.000418,0.000789,0.001006,0.00046,0.000789,0.000519,0.000529,0.000757,0.00076,0.001392,0.000262,0.000242,0.000579,0.000577,0.000577,0.000958,0.001,0.000625,0.000587,0.000625,0.000587,0.000443,0.000672,0.000751,0.000514,0.001172,0.00076,0.000869,0.001387,0.001247,0.001423,0.001119,0.001231,0.001247,0.000872,0.001232,0.001092,0.001157,0.00127,0.001142,0.001075,0.000323,0.000933,0.000869,0.000061,0.000048,0.000969,0.001496,0.000017,0.001402,0.000008,0,0,0
wrf-32768000-stat,0,0.000347,0.000508,0.000116,0.000517,0.000676,0.000388,0.000334,0.000748,0.000836,0.000235,0.000517,0.000676,0.000338,0.000517,0.00038,0.000332,0.000482,0.000502,0.000904,0.000219,0.000205,0.000416,0.000417,0.000417,0.000611,0.000649,0.000444,0.000423,0.000444,0.000423,0.000273,0.000489,0.00046,0.00037,0.000772,0.000502,0.000564,0.000904,0.000823,0.000929,0.000725,0.000797,0.000823,0.000389,0.000794,0.000723,0.000761,0.000811,0.00075,0.000694,0.000369,0.000633,0.000564,0.000025,0.000018,0.000613,0.000948,0.000013,0.000915,0.000008,0,0,0
xalancbmk-32768000-stat,0.000033,0.013879,0.017902,0.003891,0.017917,0.024624,0.018615,0.012134,0.025265,0.027829,0.00791,0.017917,0.024624,0.010713,0.017917,0.011574,0.013614,0.017485,0.016246,0.027933,0.005605,0.005011,0.01199,0.011749,0.011749,0.020181,0.02035,0.013242,0.012025,0.013242,0.012025,0.008319,0.013783,0.01537,0.011639,0.023749,0.016281,0.017738,0.027053,0.025028,0.027785,0.023115,0.025131,0.025028,0.015264,0.025454,0.023646,0.023534,0.02634,0.02333,0.023016,0.004107,0.019184,0.017738,0.001383,0.001087,0.022126,0.029182,0.000022,0.027152,0.000011,0.000002,0.000002,0
zeusmp-32768000-stat,0,0.000301,0.000443,0.000096,0.000451,0.000601,0.000358,0.000279,0.000662,0.000738,0.000207,0.000451,0.000601,0.000288,0.000451,0.00035,0.000286,0.000421,0.000437,0.000786,0.000185,0.000172,0.000355,0.000355,0.000355,0.000529,0.000559,0.00038,0.00036,0.00038,0.00036,0.000237,0.000421,0.000382,0.000303,0.000673,0.000437,0.000483,0.000786,0.000715,0.000807,0.000635,0.000696,0.000715,0.000345,0.0007,0.00064,0.000664,0.000719,0.000655,0.00062,0.000369,0.000544,0.000483,0.000022,0.000012,0.000542,0.000832,0.000013,0.000794,0.000008,0,0,0
